market,calendar_date,session_state,reconstruction_state,coverage_calendar,coverage_security_lifecycle,coverage_daily_price,coverage_market_status,coverage_corporate_action,coverage_fundamental,reason_codes
TWSE,2026-03-17,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-03-17,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-03-18,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-03-18,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-03-19,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-03-19,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-03-20,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-03-20,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-03-21,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-03-21,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-03-22,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-03-22,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-03-23,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-03-23,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-03-24,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-03-24,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-03-25,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-03-25,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-03-26,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-03-26,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-03-27,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-03-27,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-03-28,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-03-28,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-03-29,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-03-29,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-03-30,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-03-30,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-03-31,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-03-31,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-01,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-04-01,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-02,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-04-02,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-03,official-closed,not-session,covered,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;security-lifecycle-current-only
TPEX,2026-04-03,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-04,official-closed,not-session,covered,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;security-lifecycle-current-only
TPEX,2026-04-04,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-05,official-closed,not-session,covered,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;security-lifecycle-current-only
TPEX,2026-04-05,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-06,official-closed,not-session,covered,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;security-lifecycle-current-only
TPEX,2026-04-06,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-07,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-04-07,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-08,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-04-08,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-09,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-04-09,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-10,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-04-10,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-11,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-04-11,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-12,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-04-12,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-13,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-04-13,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-14,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-04-14,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-15,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-04-15,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-16,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-04-16,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-17,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-04-17,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-18,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-04-18,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-19,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-04-19,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-20,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-04-20,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-21,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-04-21,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-22,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-04-22,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-23,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-04-23,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-24,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-04-24,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-25,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-04-25,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-26,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-04-26,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-27,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-04-27,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-28,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-04-28,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-29,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-04-29,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-04-30,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-04-30,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-05-01,official-closed,not-session,covered,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;security-lifecycle-current-only
TPEX,2026-05-01,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-05-02,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-05-02,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-05-03,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-05-03,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-05-04,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-05-04,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-05-05,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-05-05,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-05-06,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-05-06,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-05-07,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-05-07,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-05-08,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-05-08,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
